instance,shape_0,shape_1,shape_2,volume,class_idx,class_label,class_volume,class_volume_ratio,compactness,std,mean_intensity,std_intensity,min_intensity,max_intensity,modality,n_training_samples,n_test_samples,n_channels,n_classes,source
BRATS_457,240,240,155,8928000,0,background,8854209,0.9917348790322581,0.32821852055316025,0.09053622889832788,56.96850336941448,144.8479962439429,0.0,1260.0,4,484,266,4,4,mp-MRI
BRATS_457,240,240,155,8928000,1,edema,70526,0.007899417562724014,0.19776497727151457,0.08852692677877017,443.5262208263619,208.91206657315507,35.0,968.0,4,484,266,4,4,mp-MRI
BRATS_457,240,240,155,8928000,2,non-enhancing tumor,47,5.264336917562724e-06,0.0010282046808710696,0.0022944082470910724,571.313829787234,266.7279122447426,67.0,1036.0,4,484,266,4,4,mp-MRI
BRATS_457,240,240,155,8928000,3,enhancing tumour,3218,0.0003604390681003584,0.10889040810478,0.01898181107741156,530.4999223119951,224.0318584870185,82.0,1155.0,4,484,266,4,4,mp-MRI
BRATS_306,240,240,155,8928000,0,background,8895949,0.9964100582437276,0.33081501597159085,0.05980847828242163,75.25581742318892,195.38926144364558,0.0,2522.0,4,484,266,4,4,mp-MRI
BRATS_306,240,240,155,8928000,1,edema,23771,0.002662522401433692,0.07032483725782411,0.051530897293716495,507.86301585966095,247.2874327266971,85.0,1550.0,4,484,266,4,4,mp-MRI
BRATS_306,240,240,155,8928000,2,non-enhancing tumor,2307,0.0002584005376344086,0.14493539992141977,0.01607276475272888,612.2545513654096,493.2156372529402,150.0,1935.0,4,484,266,4,4,mp-MRI
BRATS_306,240,240,155,8928000,3,enhancing tumour,5973,0.000669018817204301,0.13932113496522847,0.02585674440115258,640.5163653105642,308.6308678367509,113.0,1636.0,4,484,266,4,4,mp-MRI
BRATS_206,240,240,155,8928000,0,background,8661064,0.9701012544802867,0.31969956556246976,0.17030798729378555,76.32251920780172,215.16999845145335,0.0,2909.0,4,484,266,4,4,mp-MRI
BRATS_206,240,240,155,8928000,1,edema,216095,0.02420418906810036,0.13375183591382217,0.15368261547636425,719.0594507045513,159.1953954252499,125.0,1864.0,4,484,266,4,4,mp-MRI
BRATS_206,240,240,155,8928000,2,non-enhancing tumor,25106,0.0028120519713261648,0.034285208464513224,0.05295417202673155,680.4026925834462,179.47605022419557,110.0,2347.0,4,484,266,4,4,mp-MRI
BRATS_206,240,240,155,8928000,3,enhancing tumour,25735,0.0028825044802867385,0.07403490156592825,0.05361152532998694,841.3709248105692,256.61024980088973,253.0,2608.0,4,484,266,4,4,mp-MRI
BRATS_449,240,240,155,8928000,0,background,8796411,0.9852610887096774,0.32481079461843576,0.1205059159721994,15.498220694781088,41.39346783438598,0.0,530.0,4,484,266,4,4,mp-MRI
BRATS_449,240,240,155,8928000,1,edema,59483,0.0066625224014336916,0.10416609675972482,0.08135190960686767,152.9927962611166,47.27430227852997,39.0,321.0,4,484,266,4,4,mp-MRI
BRATS_449,240,240,155,8928000,2,non-enhancing tumor,18042,0.0020208333333333332,0.07049179357435091,0.04490823494607913,158.8100404611462,90.99142290817262,43.0,372.0,4,484,266,4,4,mp-MRI
BRATS_449,240,240,155,8928000,3,enhancing tumour,54064,0.006055555555555555,0.304394910027113,0.07758147847565913,167.5073893903522,58.69334799926293,7.0,369.0,4,484,266,4,4,mp-MRI
BRATS_318,240,240,155,8928000,0,background,8832373,0.9892890905017921,0.3263487785892518,0.10293777691367227,71.93058702910305,181.1745582248625,0.0,2802.0,4,484,266,4,4,mp-MRI
BRATS_318,240,240,155,8928000,1,edema,67155,0.007521841397849462,0.08539427655774795,0.0864017551895511,540.9232186732187,261.53909519426844,41.0,1972.0,4,484,266,4,4,mp-MRI
