instance,shape_0,shape_1,shape_2,volume,class_idx,class_label,class_volume,class_volume_ratio,compactness,std,mean_intensity,std_intensity,min_intensity,max_intensity,modality,n_training_samples,n_test_samples,n_channels,n_classes,source
liver_14,512,512,588,154140672,0,background,151096136,0.9802483279688828,0.3527437348563466,0.13914576343924498,-496.2934274043911,506.9220885197017,-1024.0,2976.0,3,131,70,1,3,CT
liver_14,512,512,588,154140672,1,liver,3041924,0.01973472647115487,0.11014223406473371,0.13908726412676214,106.8107500384625,24.950941421893162,-124.0,373.0,3,131,70,1,3,CT
liver_14,512,512,588,154140672,2,cancer,2612,1.6945559962266156e-05,0.11229300726010796,0.004116463629169132,77.2009954058193,27.749491099537064,-26.0,166.0,3,131,70,1,3,CT
liver_69,512,512,245,64225280,0,background,62599435,0.9746852796904895,0.2629304397446905,0.15707923238023208,-506.3225558984678,484.8573104104094,-1024.0,1424.0,3,131,70,1,3,CT
liver_69,512,512,245,64225280,1,liver,1622732,0.025266250298947704,0.06812308256976274,0.15693268268521957,95.59686996990261,30.588920855835344,-549.0,285.0,3,131,70,1,3,CT
liver_69,512,512,245,64225280,2,cancer,3113,4.847001056281888e-05,0.16366988290163312,0.00696187196240336,61.75104400899454,33.15618337049229,-41.0,191.0,3,131,70,1,3,CT
liver_77,512,512,94,24641536,0,background,24018618,0.9747208128584192,0.11597182195931857,0.15697181224360468,-456.18430281875504,485.2293915230198,-1024.0,1562.0,3,131,70,1,3,CT
liver_77,512,512,94,24641536,1,liver,618684,0.025107363437084442,0.03600731405169847,0.15645121839833237,92.61549353143123,21.8140878923217,-371.0,197.0,3,131,70,1,3,CT
liver_77,512,512,94,24641536,2,cancer,4234,0.00017182370449634308,0.002919227676325606,0.013107027928211336,80.77751535191308,15.80194808895782,-3.0,130.0,3,131,70,1,3,CT
liver_120,512,512,424,111149056,0,background,109233815,0.982768715552564,0.35237038797602455,0.13013211472853986,-634.5860017156775,482.76449288718055,-1024.0,3071.0,3,131,70,1,3,CT
liver_120,512,512,424,111149056,1,liver,1910010,0.017184221519614167,0.06029023760731619,0.12995739321167338,115.51606064889712,18.52975083829388,-258.0,321.0,3,131,70,1,3,CT
liver_120,512,512,424,111149056,2,cancer,5231,4.706292782189711e-05,0.00033344395484878283,0.0068600811148782975,83.39132097113362,16.681321342690957,20.0,138.0,3,131,70,1,3,CT
liver_18,512,512,845,221511680,0,background,219569055,0.9912301464193671,0.304602582142755,0.09323595469990187,-928.2306635103931,716.7110074935886,-2048.0,3071.0,3,131,70,1,3,CT
liver_18,512,512,845,221511680,1,liver,1932415,0.008723761203020987,0.13918669084539617,0.09299278032996702,98.02627334190637,23.61867175960395,-119.0,240.0,3,131,70,1,3,CT
liver_18,512,512,845,221511680,2,cancer,10210,4.60923776118713e-05,0.013286985677023536,0.006788980269862242,78.7003917727718,23.898939400104016,-22.0,174.0,3,131,70,1,3,CT
liver_65,512,512,513,134479872,0,background,131691553,0.9792659008479723,0.35313609236523585,0.14249279379808538,-598.836982004457,499.0504242843674,-1024.0,5811.0,3,131,70,1,3,CT
liver_65,512,512,513,134479872,1,liver,2786649,0.020721680936757584,0.0983028149545206,0.1424510192168352,116.18525655724851,25.608139858577466,-803.0,295.0,3,131,70,1,3,CT
liver_65,512,512,513,134479872,2,cancer,1670,1.2418215270163256e-05,0.27645325076496347,0.0035239269371102077,94.36826347305389,23.595601411417977,10.0,194.0,3,131,70,1,3,CT
liver_30,512,512,200,52428800,0,background,50053721,0.9546989631652832,0.2180181840412454,0.20796358550577426,-461.4299746666187,496.874992333499,-1024.0,3071.0,3,131,70,1,3,CT
liver_30,512,512,200,52428800,1,liver,2360827,0.04502920150756836,0.06730050349725515,0.2073682051789941,104.82533620633787,29.179621508117673,-299.0,275.0,3,131,70,1,3,CT
liver_30,512,512,200,52428800,2,cancer,14252,0.0002718353271484375,0.10615804856708536,0.016485188282313556,84.67688745439237,21.091685147025323,-11.0,158.0,3,131,70,1,3,CT
liver_116,512,512,908,238026752,0,background,233765642,0.9820981886943532,0.2824396852175701,0.13259463208450162,-527.7480723749815,487.9087715086005,-1024.0,3071.0,3,131,70,1,3,CT
liver_116,512,512,908,238026752,1,liver,3649978,0.015334318387875998,0.14596016119305544,0.12287870876381715,66.77768852305411,32.240241887344965,-174.0,352.0,3,131,70,1,3,CT
liver_116,512,512,908,238026752,2,cancer,611132,0.0025674929177708565,0.11582404273829358,0.05060534455854581,57.87188365197699,33.13714930334482,-103.0,260.0,3,131,70,1,3,CT
liver_108,512,512,856,224395264,0,background,219537951,0.9783537632951113,0.2943962674221109,0.14552552058457074,-511.66521196146175,516.6852064730832,-1024.0,7839.0,3,131,70,1,3,CT
liver_108,512,512,856,224395264,1,liver,3402280,0.015161995575806804,0.09762892969567397,0.12219701087162317,101.44597622770613,26.4179289294078,-656.0,398.0,3,131,70,1,3,CT
liver_108,512,512,856,224395264,2,cancer,1455033,0.00648424112908194,0.04080903073107422,0.08026329015224752,60.77518791670017,27.267419515599165,-65.0,246.0,3,131,70,1,3,CT
liver_53,512,512,105,27525120,0,background,26965969,0.979685792468843,0.13048734022507819,0.14107281986101314,-549.4135736416519,483.3065567047727,-1024.0,1660.0,3,131,70,1,3,CT
